sic_code,company_name,symbol,year,rq,rq_trend,aq,aq_trend,rd,rstar,rd_under_ratio,rd_under_trend,rd_under_amt,rd_increase_profit,rd_cut_profit,adv,astar,adv_under_ratio,adv_under_trend,adv_under_amt,adv_increase_profit,adv_cut_profit
7372,CATAMARAN CORP,CTRX,2011,123.6,2.1,,-2.6,12.4,1963.2,0.01,0.01,1950.8,5097.4,,0,,,,,,
7372,CATAMARAN CORP,CTRX,2012,132.3,3.43,,-1.1,14.3,63940.3,0,0,63926,10235.4,,0,,,,,,
7372,DATASTREAM SYSTEMS INC,DSTM,2005,95.4,,95.4,,14,6.9,2.03,,,,7.1,1.6,1.6,0.99,,0,101.6,
7372,SSI INVESTMENTS II LTD,6027B,2005,99.9,,90.1,,45.8,14.4,3.17,,,,31.4,0.5,1,0.54,,0.4,215.7,
7372,SSI INVESTMENTS II LTD,6027B,2006,99.7,,89.7,,39.2,15.8,2.48,,,,23.4,0.4,0.9,0.44,,0.5,225.3,
7372,SSI INVESTMENTS II LTD,6027B,2007,92.3,,94.1,,40.8,11.2,3.66,,,,29.6,0.8,3,0.26,,2.2,281.6,
7372,SSI INVESTMENTS II LTD,6027B,2008,96.4,,93.8,,49.6,16.6,2.99,,,,33,0.6,3.2,0.19,,2.6,328.9,
7372,SSI INVESTMENTS II LTD,6027B,2009,104.5,,95.7,,49.5,30.9,1.6,,,,18.6,0.3,5,0.06,,4.7,315.6,
7372,SSI INVESTMENTS II LTD,6027B,2010,105.4,1.29,96.9,3.54,43.8,34.4,1.27,0.4,,,9.3,0.8,5.9,0.13,0.25,5.1,247.7,
7372,SSI INVESTMENTS II LTD,6027B,2011,106.5,1.36,99.8,5.34,49,53.4,0.92,0.37,4.4,329.1,,0.3,11.6,0.03,0.06,11.3,330.1,
7372,SSI INVESTMENTS II LTD,6027B,2012,105.6,2.16,92.1,0.69,55.6,59.6,0.93,0.26,4,379.8,,0.8,4.6,0.17,0.67,3.8,380.3,
3674,ANADIGICS INC,ANAD,2005,94.5,,,,33.3,6.1,5.48,,,,27.2,0,,,,,,
3674,ANADIGICS INC,ANAD,2006,95.8,,,,29.9,8.2,3.64,,,,21.7,0,,,,,,
3674,ANADIGICS INC,ANAD,2007,93.6,,,,35.6,9.4,3.79,,,,26.2,0,,,,,,
3674,ANADIGICS INC,ANAD,2008,98,,,,46.5,16.8,2.77,,,,29.8,0,,,,,,
3674,ANADIGICS INC,ANAD,2009,100.5,,,,54.5,17,3.21,,,,37.5,0,,,,,,
3674,ANADIGICS INC,ANAD,2010,99.4,1.35,,1.75,46,18.2,2.53,0.46,,,27.8,0,,,,,,
3674,ANADIGICS INC,ANAD,2011,97.6,1.12,,1.34,50.1,15,3.33,0.92,,,35.1,0,,,,,,
3674,ANADIGICS INC,ANAD,2012,88.9,0.63,,0.49,45,6.6,6.86,1.81,,,38.5,0,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2005,101.2,,,,2,8.7,0.23,,6.7,79.2,,0,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2006,112.4,,,,2.5,18.5,0.13,,16.1,99.2,,0,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2007,112.4,,,,3.2,16.5,0.19,,13.4,112.6,,0,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2008,117.3,,84.2,,3.5,25.3,0.14,,21.8,91.2,,0.1,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2009,107.9,,,,3.9,17.8,0.22,,14,59.9,,0,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2010,100.2,0.95,,1.41,4.4,10.1,0.44,1.88,5.7,57.1,,0,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2011,94.6,0.44,,1.83,4.5,5.4,0.82,6.12,1,42.2,,0,,,,,,
3577,HAUPPAUGE DIGITAL INC,HAUP,2012,89.5,0.27,,0.64,4.3,2.6,1.65,8.63,,,1.7,0,,,,,,
3990,SPECTRE GAMING INC,SGMG,2006,117.6,,90.8,,0.4,0.1,2.43,,,,0.2,0,0,1.49,,,,0
6794,IMAGE SENSING SYSTEMS INC,ISNS,2005,114.2,,,,1.1,2.6,0.43,,1.5,11.1,,0,,,,,,
6794,IMAGE SENSING SYSTEMS INC,ISNS,2006,102.1,,87,,1.5,1.6,0.92,,0.1,13.1,,0.1,,,,,,
6794,IMAGE SENSING SYSTEMS INC,ISNS,2007,79.2,,92.1,,2.6,,,,,,,0.2,0.2,1.16,,,,0
6794,IMAGE SENSING SYSTEMS INC,ISNS,2008,88.5,,90,,6.8,1,7.15,,,,5.8,0.2,0.1,1.36,,,,0.1
6794,IMAGE SENSING SYSTEMS INC,ISNS,2009,94.7,,86,,2.9,1.8,1.61,,,,1.1,0.2,,,,,,
6794,IMAGE SENSING SYSTEMS INC,ISNS,2010,97.9,0.51,86,-3.27,3.3,2.8,1.19,2.75,,,0.5,0.2,,,,,,
6794,IMAGE SENSING SYSTEMS INC,ISNS,2011,100.8,0.94,90,-6.76,3.6,3.7,0.97,1.05,0.1,30.5,,0.2,0.2,0.79,,0,30.5,
6794,IMAGE SENSING SYSTEMS INC,ISNS,2012,100.5,-12.11,91.2,0.8,4.4,3.2,1.38,,,,1.2,0.1,0.3,0.47,0.41,0.1,25,
3663,HARMONIC INC,HLIT,2005,104.4,,,,35.6,26.3,1.35,,,,9.3,0,,,,,,
3663,HARMONIC INC,HLIT,2006,108.8,,,,38.2,32,1.19,,,,6.1,0,,,,,,
3663,HARMONIC INC,HLIT,2007,104,,,,39.5,25.1,1.57,,,,14.3,0,,,,,,
3663,HARMONIC INC,HLIT,2008,112.3,,,,43.6,47.8,0.91,,4.2,367.2,,0,,,,,,
3663,HARMONIC INC,HLIT,2009,111.2,,,,54.5,68.1,0.8,,13.6,319.7,,0,,,,,,
3663,HARMONIC INC,HLIT,2010,109.6,1.22,,-19.12,61.4,88.2,0.7,0.51,26.8,424.2,,0,,,,,,
3663,HARMONIC INC,HLIT,2011,110.7,1.07,87,-0.17,77.2,98.1,0.79,0.66,20.9,551.1,,0.8,,,,,,
3663,HARMONIC INC,HLIT,2012,109.4,1.23,87.7,0.05,102.7,93.6,1.1,0.7,,,9.2,0.5,0.3,1.59,,,,0.2
3576,EZENIA INC,EZENQ,2005,88.2,,95.2,,1.1,0.5,2.26,,,,0.6,0,0.2,0.22,,0.2,13.2,
3576,EZENIA INC,EZENQ,2006,78.9,,97.9,,1.2,,,,,,,0,0.3,0.12,,0.3,13.2,
3576,EZENIA INC,EZENQ,2007,74.4,,99.7,,1.7,,,,,,,0,0.3,0.08,,0.3,9,
3576,EZENIA INC,EZENQ,2008,86.5,,98.8,,2.4,0.3,8.16,,,,2.1,0,0.3,0.06,,0.3,6.7,
3576,EZENIA INC,EZENQ,2009,89.5,,102.6,,2.1,0.3,7.8,,,,1.8,0,0.2,0.07,,0.2,3.5,
3576,EZENIA INC,EZENQ,2010,90.5,1.32,103.3,2.05,1.7,0.2,7.49,3.31,,,1.5,0,0.2,0.12,0.56,0.2,2.7,
3826,FEI CO,FEIC,2005,104.3,,91.6,,55.9,60.2,0.93,,4.4,427.4,,2.7,4.4,0.61,,1.7,427.4,
3826,FEI CO,FEIC,2006,101.3,,91.2,,59.9,53.1,1.13,,,,6.8,2.9,4.1,0.7,,1.2,479.6,
3826,FEI CO,FEIC,2007,94,,97.4,,57.5,37.6,1.53,,,,19.9,3.5,12.5,0.28,,9,593.5,
3826,FEI CO,FEIC,2008,96.3,,99.2,,66,44.3,1.49,,,,21.7,3.7,15,0.25,,11.3,600.5,
3826,FEI CO,FEIC,2009,100.1,,101,,70.4,58.9,1.19,,,,11.5,2.4,18.7,0.13,,16.3,579,
3826,FEI CO,FEIC,2010,100.1,0.82,100.9,3.2,67.7,63.4,1.07,1.15,,,4.3,2.4,19.7,0.12,0.2,17.3,636,
3826,FEI CO,FEIC,2011,99.1,0.89,101.5,3.68,66.3,74,0.9,0.79,7.7,828.5,,3.2,24.8,0.13,0.18,21.6,828.8,
3826,FEI CO,FEIC,2012,98.3,1.32,92.7,0.53,78.3,93.8,0.84,0.55,15.4,892.8,,3.9,11.6,0.34,1.2,7.7,892.5,
3845,RESMED INC,RMD,2005,95.6,,,,26.2,36.3,0.72,,10.1,426.5,,0,,,,,,
3845,RESMED INC,RMD,2006,93.2,,,,35.3,41.7,0.85,,6.5,607.8,,0,,,,,,
3845,RESMED INC,RMD,2007,90.9,,,,37.2,38.8,0.96,,1.5,716.7,,0,,,,,,
3845,RESMED INC,RMD,2008,93.7,,,,50.1,53.4,0.94,,3.3,836.6,,0,,,,,,
3845,RESMED INC,RMD,2009,102.2,,,,60.5,113.2,0.53,,52.7,926,,0,,,,,,
3845,RESMED INC,RMD,2010,102.9,1.49,,2.72,63.1,136.9,0.46,0.64,73.9,1099.9,,0,,,,,,
3845,RESMED INC,RMD,2011,102.9,1.78,,1.98,75.2,161.4,0.47,0.55,86.2,1251.4,,0,,,,,,
3845,RESMED INC,RMD,2012,103,2.2,,0.69,92,180.8,0.51,0.53,88.8,1376.7,,0,,,,,,
3841,MED-DESIGN CORP,MEDC.,2005,88,,,,1.2,0,27.11,,,,1.1,0,,,,,,
3663,SOCKET MOBILE INC,SCKT,2005,117.9,,94.3,,3.7,5,0.73,,1.4,25.2,,0.8,0.4,2.35,,,,0.5
3663,SOCKET MOBILE INC,SCKT,2006,117.6,,96,,3.5,5.5,0.64,,1.9,25.2,,0.7,0.5,1.53,,,,0.3
3663,SOCKET MOBILE INC,SCKT,2007,98.4,,97.4,,5.1,2.2,2.31,,,,2.9,0.4,0.6,0.68,,0.2,24.1,
3663,SOCKET MOBILE INC,SCKT,2008,98.5,,98.9,,5,2.3,2.21,,,,2.7,0.5,0.7,0.74,,0.2,26.6,
3663,SOCKET MOBILE INC,SCKT,2009,100.1,,101.5,,4.5,2.4,1.91,,,,2.1,0.4,0.8,0.55,,0.3,17.1,
3663,SOCKET MOBILE INC,SCKT,2010,102.6,0.59,106.3,2.75,2.8,2.1,1.37,1.88,,,0.8,0.2,0.8,0.23,0.1,0.6,13.5,
3663,SOCKET MOBILE INC,SCKT,2011,101.1,0.55,104.5,1.98,2.4,1.8,1.31,2.04,,,0.6,0.3,0.7,0.44,0.29,0.4,17.6,
3663,SOCKET MOBILE INC,SCKT,2012,99.4,1.05,94.1,0.67,2.8,1.4,1.98,0.86,,,1.4,0.3,0.2,1.49,2.19,,,0.1
3713,POINDEXTER (JB) & CO INC,9101B,2005,99.4,,94.1,,1.6,113.5,0.01,,111.9,675.1,,3.3,10.7,0.31,,7.4,668.8,
3713,POINDEXTER (JB) & CO INC,9101B,2006,96.1,,95.7,,2.2,100.2,0.02,,98,802.1,,3.5,16.2,0.21,,12.7,796.6,
3713,POINDEXTER (JB) & CO INC,9101B,2007,90.8,,97.1,,3.5,55.2,0.06,,51.7,796.4,,3.6,19.4,0.19,,15.8,793.6,
3713,POINDEXTER (JB) & CO INC,9101B,2008,94.3,,98.5,,3.5,66.1,0.05,,62.6,711.5,,3.3,18.4,0.18,,15.1,707.9,
3713,POINDEXTER (JB) & CO INC,9101B,2009,98.5,,100.9,,2.3,80.2,0.03,,77.9,485.3,,1.7,18.7,0.09,,16.9,482,
3713,POINDEXTER (JB) & CO INC,9101B,2010,96.2,0.83,100.2,1.91,1.2,62.7,0.02,1.35,61.5,558.3,,1.1,16.1,0.07,0.22,15,555.1,
3713,POINDEXTER (JB) & CO INC,9101B,2011,93.2,0.81,100.9,1.64,1.4,56.4,0.02,1.13,55,713,,2.6,20.5,0.13,0.6,17.8,710.1,
3674,TRANSWITCH CORP,TXCC,2005,47.4,,,,46,,,,,,,0,,,,,,
3674,TRANSWITCH CORP,TXCC,2006,46.8,,,,21.3,,,,,,,0,,,,,,
3674,TRANSWITCH CORP,TXCC,2007,69,,,,21.2,,,,,,,0,,,,,,
3674,TRANSWITCH CORP,TXCC,2008,70.3,,,,21.7,,,,,,,0,,,,,,
3674,TRANSWITCH CORP,TXCC,2009,88.5,,,,24.6,1.4,17.49,,,,23.2,0,,,,,,
3674,TRANSWITCH CORP,TXCC,2010,95.3,-0.43,,-4.74,19.1,2.7,6.96,,,,16.4,0,,,,,,
3674,TRANSWITCH CORP,TXCC,2011,98.6,-0.52,,7.05,16,2.6,6.1,,,,13.4,0,,,,,,
3674,TRANSWITCH CORP,TXCC,2012,102.4,-1.82,,0.37,18.9,2.1,8.96,,,,16.8,0,,,,,,
2836,SEROLOGICALS CORP,SERO,2005,107.1,,,,13.4,41.6,0.32,,28.2,277.8,,0,,,,,,
2780,M & F WORLDWIDE CORP,MFW,2008,98.2,,91.7,,12.6,271.1,0.05,,258.5,1926.6,,23.9,19.9,1.2,,,,4
2780,M & F WORLDWIDE CORP,MFW,2009,98.6,,100.5,,17.7,260.9,0.07,,243.2,1830.8,,22.2,61.5,0.36,,39.3,1817.5,
2780,M & F WORLDWIDE CORP,MFW,2010,98.8,,101.4,,15.4,269.3,0.06,,253.9,1799.4,,19.8,66.1,0.3,,46.3,1786.5,
4899,GLOWPOINT INC,GLOW,2006,95.4,,,,1.2,1.2,1,,0,19.5,,0,,,,,,
4899,GLOWPOINT INC,GLOW,2007,87.3,,,,0.8,0.6,1.31,,,,0.2,0,,,,,,
4899,GLOWPOINT INC,GLOW,2008,88,,,,0.8,0.9,0.94,,0,24.6,,0,,,,,,
4899,GLOWPOINT INC,GLOW,2009,93.8,,,,1.1,2,0.54,,0.9,26.6,,0,,,,,,
7370,VOYAGER LEARNING CO,VLCY,2005,94.2,,,,16.6,36.5,0.45,,19.9,548.4,,0,,,,,,
7370,VOYAGER LEARNING CO,VLCY,2006,96.5,,97.2,,29.6,8.7,3.39,,,,20.9,1.1,2.5,0.43,,1.4,115.2,
7370,VOYAGER LEARNING CO,VLCY,2007,92.1,,98.6,,5.2,6.5,0.8,,1.3,109.8,,1.6,2.6,0.61,,1,109.7,
7370,VOYAGER LEARNING CO,VLCY,2008,92.8,,100.2,,4.5,6.1,0.74,,1.6,98.8,,1.1,2.7,0.41,,1.6,98.7,
3533,CAMERON INTERNATIONAL CORP,CAM,2008,97.7,,,,59.6,710.4,0.08,,650.8,5899.7,,0,,,,,,
3533,CAMERON INTERNATIONAL CORP,CAM,2009,100.7,,,,68.7,920.8,0.07,,852.2,5276,,0,,,,,,
3533,CAMERON INTERNATIONAL CORP,CAM,2010,100.9,,,,78.1,1005.6,0.08,,927.5,6197.9,,0,,,,,,
3533,CAMERON INTERNATIONAL CORP,CAM,2011,100.3,,,,55.2,1157.9,0.05,,1102.7,7031.3,,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2005,98,,,,1.2,0.1,11.95,,,,1.1,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2006,94.7,,,,1.2,0.1,12.31,,,,1.1,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2007,83.4,,,,0.8,0,23.63,,,,0.8,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2008,96.8,,,,2.3,0.2,10.14,,,,2,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2009,112.2,,,,2.6,0.6,4.46,,,,2,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2010,116,2.05,,0.78,3.4,0.6,5.67,0.47,,,2.8,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2011,102.9,1.59,,1.01,3.1,0.3,8.9,0.72,,,2.8,0,,,,,,
7372,DIVERSINET CORP,DVNTF,2012,88.3,2.94,,0.4,2.9,0.1,31.69,1.34,,,2.8,0,,,,,,
4841,DISH NETWORK CORP,DISH,2005,108,,,,40,2602.1,0.02,,2562.1,8553.3,,0,,,,,,
4841,DISH NETWORK CORP,DISH,2006,107.2,,,,46.1,2599.5,0.02,,2553.4,9963,,0,,,,,,
4841,DISH NETWORK CORP,DISH,2007,97.2,,,,56.7,1320.9,0.04,,1264.2,11188.8,,0,,,,,,
4841,DISH NETWORK CORP,DISH,2008,101.4,,,,79,1948.9,0.04,,1869.9,11746.9,,0,,,,,,
4899,REMOTE DYNAMICS INC,RMTD,2005,106.8,,95.5,,1.4,3.7,0.38,,2.3,16.5,,0.2,0.4,0.49,,0.2,16.4,
4899,REMOTE DYNAMICS INC,RMTD,2006,109.8,,,,0.5,0.1,4.58,,,,0.4,0,,,,,,
4899,REMOTE DYNAMICS INC,RMTD,2008,35.5,,,,0,,,,,,,0,,,,,,
3640,ENERGYCONNECT GROUP INC,3ECNG,2008,84.5,,97.8,,0.3,0.4,0.6,,0.2,25.9,,0.5,0.5,1.01,,,,0
3640,ENERGYCONNECT GROUP INC,3ECNG,2009,92.2,,97.6,,1.7,1.3,1.34,,,,0.4,0,0.5,0.02,,0.5,20,
3640,ENERGYCONNECT GROUP INC,3ECNG,2010,92.4,,95,,0.8,1.7,0.46,,0.9,31.8,,0,0.5,0.06,,0.4,31.7,
5961,SYSTEMAX INC,SYX,2005,73.2,,92.7,,0.4,,,,,,,39.4,18,2.19,,,,21.4
5961,SYSTEMAX INC,SYX,2006,55.8,,97.6,,0.5,,,,,,,21.4,43.6,0.49,,22.2,2348.6,
7372,MAKEMUSIC INC,MMUS,2005,114.9,,82.3,,2.7,1.3,2.04,,,,1.4,0.8,,,,,,
7372,MAKEMUSIC INC,MMUS,2006,129.1,,88.2,,3.3,1.8,1.81,,,,1.5,1,0,71.48,,,,0.9
7372,MAKEMUSIC INC,MMUS,2007,89.5,,97.8,,3.5,0.7,4.67,,,,2.7,1,0.4,2.7,,,,0.7
7372,MAKEMUSIC INC,MMUS,2008,90.9,,99.6,,4.3,0.8,5.16,,,,3.4,1.2,0.4,2.63,,,,0.7
7372,MAKEMUSIC INC,MMUS,2009,96,,102.7,,4.6,1.2,3.74,,,,3.4,0.9,0.6,1.59,,,,0.3
7372,MAKEMUSIC INC,MMUS,2010,96.9,0.47,100,-2.43,5.1,1.3,3.96,1.94,,,3.8,0.9,0.5,1.9,,,,0.4
7372,MAKEMUSIC INC,MMUS,2011,97.1,0.34,100.3,17.46,5.5,1.5,3.69,2.04,,,4,0.8,0.5,1.43,0.02,,,0.2
7372,MAKEMUSIC INC,MMUS,2012,97.1,1.87,92.2,0.46,4.6,1.2,3.75,0.8,,,3.4,1,0.2,5.9,2.18,,,0.8
7372,DENDRITE INTERNATIONAL INC,DRTE,2005,97.4,,89.7,,9.3,49.5,0.19,,40.1,440.5,,2.6,2.4,1.11,,,,0.3
7372,DENDRITE INTERNATIONAL INC,DRTE,2006,91.3,,91.8,,6.1,26.1,0.23,,20,425.9,,3.6,4.1,0.87,,0.5,424,
3743,WABTEC CORP,WAB,2005,99,,,,33.8,109.4,0.31,,75.6,1041.4,,0,,,,,,
3743,WABTEC CORP,WAB,2006,95.6,,,,32.8,90,0.36,,57.2,1093.6,,0,,,,,,
3743,WABTEC CORP,WAB,2007,89.6,,,,32.7,59.2,0.55,,26.5,1363.7,,0,,,,,,
3743,WABTEC CORP,WAB,2008,92.2,,,,37.4,97,0.39,,59.5,1581.3,,0,,,,,,
3743,WABTEC CORP,WAB,2009,98.4,,,,39,141.9,0.27,,102.9,1411.8,,0,,,,,,
3743,WABTEC CORP,WAB,2010,99.8,1.05,,1.96,42.4,189.2,0.22,0.73,146.8,1519.2,,0,,,,,,
3743,WABTEC CORP,WAB,2011,99.7,1.27,,1.45,40.2,257.6,0.16,0.43,217.4,1984.9,,0,,,,,,
3743,WABTEC CORP,WAB,2012,96.1,1.73,,0.55,37.2,220,0.17,0.31,182.8,2408.3,,0,,,,,,
3674,MEMC ELECTRONIC MATRIALS INC,WFR,2005,87.1,,,,38,31,1.23,,,,7,0,,,,,,
3674,MEMC ELECTRONIC MATRIALS INC,WFR,2006,77.2,,,,33.2,,,,,,,0,,,,,,
3674,MEMC ELECTRONIC MATRIALS INC,WFR,2007,76.7,,,,35.8,,,,,,,0,,,,,,
3674,MEMC ELECTRONIC MATRIALS INC,WFR,2008,83,,,,39.3,17.8,2.21,,,,21.5,0,,,,,,
3674,MEMC ELECTRONIC MATRIALS INC,WFR,2009,97.6,,,,40.8,177.2,0.23,,136.4,1170.7,,0,,,,,,
3674,MEMC ELECTRONIC MATRIALS INC,WFR,2010,98.2,2.76,,2.95,40.4,256.7,0.16,0.13,216.3,2257.5,,0,,,,,,
3674,MEMC ELECTRONIC MATRIALS INC,WFR,2011,98.4,-4.85,,1.72,55.6,304.2,0.18,,248.6,2559.9,,0,,,,,,
3674,SUNEDISON INC,SUNE,2012,99.6,-4.59,,0.34,87.5,323.2,0.27,,235.7,2511,,0,,,,,,
3721,WORLD SURVEILLANCE GROUP INC,WSGI,2005,83.5,,92.6,,0.3,1,0.26,,0.7,81.2,,0.3,0.8,0.34,,0.5,81.2,
3721,WORLD SURVEILLANCE GROUP INC,WSGI,2011,43.9,,,,2.2,,,,,,,0,,,,,,
4955,BIOMEDICAL TECHNOLOGY SOLTNS,BMTL,2009,96.9,,,,0.1,0.1,0.71,,0,1,,0,,,,,,
4955,BIOMEDICAL TECHNOLOGY SOLTNS,BMTL,2010,96.9,,,,0.3,0.1,3.95,,,,0.2,0,,,,,,
3661,VISEON INC,VSNI,2005,129.5,,82.6,,0.2,0.1,1.4,,,,0,0.2,,,,,,
3661,VISEON INC,VSNI,2006,-74.5,,70.4,,5.1,,,,,,,0.1,,,,,,
7371,CICERO INC,3CICN,2005,112.5,,103.6,,1.1,0.1,19.18,,,,1.1,0,0,0.74,,0,0.8,
7371,CICERO INC,3CICN,2006,101.6,,104.5,,0.9,0.1,15.91,,,,0.8,0.1,0,3.47,,,,0.1
7371,CICERO INC,3CICN,2007,82.8,,105.6,,0.5,0,51.49,,,,0.5,0.1,0,2.58,,,,0.1
7371,CICERO INC,3CICN,2008,66.2,,116.4,,0.6,,,,,,,0.2,0.1,1.68,,,,0.1
7371,CICERO INC,3CICN,2009,65.1,,137.3,,0.6,,,,,,,0.3,0.2,1.19,,,,0
7371,CICERO INC,3CICN,2010,83.7,0.09,130.2,2.65,0.5,0,12.3,0.64,,,0.5,0.4,0.3,1.67,2.25,,,0.2
7371,CICERO INC,3CICN,2011,86.6,0.28,119.5,1.88,0.9,0.1,9.84,0.62,,,0.8,0.4,0.2,1.87,0.54,,,0.2
7371,CICERO INC,3CICN,2012,96.8,8.31,99.6,0.67,1,0.3,3.07,0.06,,,0.7,0.5,0.1,4.82,1.87,,,0.4
7372,ASTEA INTERNATIONAL INC,ATEA,2005,101.5,,,,1.4,3,0.48,,1.5,22.9,,0,,,,,,
7372,ASTEA INTERNATIONAL INC,ATEA,2006,96.6,,92.1,,2.5,2.2,1.16,,,,0.3,0.1,0.3,0.36,,0.2,20.3,
7372,ASTEA INTERNATIONAL INC,ATEA,2007,95.9,,96.6,,3.8,2.1,1.87,,,,1.8,0.2,0.6,0.34,,0.4,30.4,
7372,ASTEA INTERNATIONAL INC,ATEA,2008,99.5,,97.8,,4.4,2.2,1.96,,,,2.2,0.1,0.6,0.2,,0.5,23.9,
7372,ASTEA INTERNATIONAL INC,ATEA,2009,101.8,,98.2,,4.2,2.4,1.78,,,,1.8,0.1,0.6,0.16,,0.5,20.1,
7372,ASTEA INTERNATIONAL INC,ATEA,2010,100.8,0.97,95.1,1.63,2.3,2.7,0.85,1.76,0.4,21.4,,0.2,0.4,0.37,,0.3,21.4,
7372,ASTEA INTERNATIONAL INC,ATEA,2011,100.4,1.24,99.2,2.5,3,3,1.03,0.88,,,0.1,0.2,0.8,0.23,0.62,0.6,26.6,
7372,ASTEA INTERNATIONAL INC,ATEA,2012,100.9,1.33,94.9,0.82,2.7,3.1,0.88,0.47,0.4,26.4,,0.2,0.5,0.51,1.49,0.2,26.4,
7372,GSE SYSTEMS INC,GVP,2005,96.5,,,,0.6,2.2,0.25,,1.7,22.1,,0,,,,,,
7372,GSE SYSTEMS INC,GVP,2006,93,,,,0.8,1.9,0.4,,1.1,27.6,,0,,,,,,
7372,GSE SYSTEMS INC,GVP,2007,89.5,,,,0.9,1.5,0.59,,0.6,32,,0,,,,,,
7372,GSE SYSTEMS INC,GVP,2008,89.3,,,,1.2,1.6,0.73,,0.4,29,,0,,,,,,
7372,GSE SYSTEMS INC,GVP,2009,94.6,,,,0.9,3.3,0.28,,2.4,40.3,,0,,,,,,
7372,GSE SYSTEMS INC,GVP,2010,96.2,0.98,,-1.93,1.3,4.5,0.29,1.16,3.2,47.5,,0,,,,,,
7372,GSE SYSTEMS INC,GVP,2011,96.3,1.28,,-0.99,1.6,4.9,0.33,0.81,3.3,51.4,,0,,,,,,
7372,GSE SYSTEMS INC,GVP,2012,94.7,1.6,,-0.12,1.8,4.7,0.38,0.65,2.9,52.5,,0,,,,,,
3826,ORTHOMETRIX INC,OMRX,2005,98.4,,86.6,,0.4,0.2,2.11,,,,0.2,0,,,,,,
3826,ORTHOMETRIX INC,OMRX,2006,92.1,,89.4,,0.3,0.1,2.4,,,,0.2,0,0,1.94,,,,0
3826,ORTHOMETRIX INC,OMRX,2007,75.2,,94.2,,0.1,,,,,,,0,0,0.39,,0,2.4,
2836,DISCOVERY LABORATORIES INC,DSCO,2005,7.3,,,,25.8,,,,,,,0,,,,,,
2836,DISCOVERY LABORATORIES INC,DSCO,2008,12.8,,,,26.2,,,,,,,0,,,,,,
2836,DISCOVERY LABORATORIES INC,DSCO,2011,50.1,,,,17.1,,,,,,,0,,,,,,
7373,ALLIED SECURITY INNOVATIONS,ADSV,2005,86.2,,,,0,0.1,0.21,,0.1,3.3,,0,,,,,,
7373,ALLIED SECURITY INNOVATIONS,ADSV,2006,87.2,,97.2,,0.1,0.2,0.68,,0,4.5,,0,0.1,0.36,,0.1,4.5,
7373,ALLIED SECURITY INNOVATIONS,ADSV,2007,90.5,,97.3,,0.1,0.2,0.45,,0.1,4.4,,0,0.1,0.32,,0.1,4.4,
7373,ALLIED SECURITY INNOVATIONS,ADSV,2008,93.2,,98.5,,0.1,0.4,0.28,,0.3,4.9,,0.1,0.1,0.88,,0,4.8,
7373,ALLIED SECURITY INNOVATIONS,ADSV,2009,95.2,,99.3,,0.1,0.4,0.27,,0.3,3.6,,0.1,0.1,1,,0,3.6,
7373,ALLIED SECURITY INNOVATIONS,ADSV,2010,97.3,3.04,,1.43,0.1,0.3,0.26,1.23,0.3,3.5,,0,,,,,,
3851,OAKLEY INC,OO,2005,98.5,,91.7,,16,76.5,0.21,,60.6,653.1,,20.5,6.4,3.21,,,,14.1
3851,OAKLEY INC,OO,2006,93.3,,92.4,,17.9,59.9,0.3,,42.1,766.1,,26.7,8.8,3.03,,,,17.9
3620,GRAFTECH INTERNATIONAL LTD,GTI,2005,96.6,,,,8,85.3,0.09,,77.3,893.9,,0,,,,,,
3620,GRAFTECH INTERNATIONAL LTD,GTI,2006,92.8,,,,9.4,46.1,0.2,,36.7,860.3,,0,,,,,,
3620,GRAFTECH INTERNATIONAL LTD,GTI,2007,90.6,,,,10.6,37.6,0.28,,27.1,1009.4,,0,,,,,,
3620,GRAFTECH INTERNATIONAL LTD,GTI,2008,91.4,,,,8.6,47.8,0.18,,39.2,1196.6,,0,,,,,,
3620,GRAFTECH INTERNATIONAL LTD,GTI,2009,98.2,,,,9,90.3,0.1,,81.3,664.7,,0,,,,,,
3620,GRAFTECH INTERNATIONAL LTD,GTI,2010,101.5,1.31,,0.83,10.2,182.6,0.06,0.59,172.5,1018,,0,,,,,,
3620,GRAFTECH INTERNATIONAL LTD,GTI,2011,102.4,1.8,,0.73,12.2,241.1,0.05,0.25,228.9,1335.3,,0,,,,,,
3620,GRAFTECH INTERNATIONAL LTD,GTI,2012,99.3,1.89,,0.2,14,190,0.07,0.26,176,1260.1,,0,,,,,,
2834,CELLEGY PHARMACEUTICALS -OLD,4437B,2005,117.9,,,,24.6,0.2,157.55,,,,24.4,0,,,,,,
